CRITERIA_RAW_MIN,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951
CRITERIA_RAW_MAX,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124,17124
CRITERIA_SHORT_MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRITERIA_SHORT_MAX,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
